prix,marque,annee,type de taille,consommation de carburant,puissance,couple,type de carburant,lpg,hybrid,emission co2,poids,boite de vitesse
880,kia,2011,mini,19,82,9.6,essence,0,0,998,880,automatique
915,kia,2015,mini,16.2,78,9.6,essence,0,0,998,920,manuelle
915,kia,2015,mini,15.2,78,9.6,essence,0,0,998,920,automatique
871,kia,2014,mini,17,82,9.6,essence,0,0,998,885,manuelle
871,kia,2014,mini,15.2,82,9.6,essence,0,0,998,885,automatique
843,kia,2013,mini,17,82,9.6,essence,0,0,998,885,manuelle
843,kia,2013,mini,15.2,82,9.6,essence,0,0,998,885,automatique
830,kia,2012,mini,22,82,9.6,essence,0,0,998,875,manuelle
831,kia,2012,mini,19,82,9.6,essence,0,0,998,875,automatique
825,kia,2011,mini,22,82,9.6,essence,0,0,998,875,manuelle
825,kia,2011,mini,19,82,9.6,essence,0,0,998,875,automatique
952,chevolet,2015,mini,16.8,70,9.6,essence,0,0,995,895,manuelle
952,chevolet,2015,mini,15.3,70,9.6,essence,0,0,995,895,automatique
996,chevolet,2015,mini,16.8,70,9.6,essence,0,0,995,895,manuelle
996,chevolet,2015,mini,15.3,70,9.6,essence,0,0,995,895,automatique
1162,chevolet,2015,mini,16.8,70,9.6,essence,0,0,995,895,manuelle
1162,chevolet,2015,mini,15.3,70,9.6,essence,0,0,995,895,automatique
1221,chevolet,2015,mini,16.8,70,9.6,essence,0,0,995,895,manuelle
1221,chevolet,2015,mini,15.3,70,9.6,essence,0,0,995,895,automatique
1298,chevolet,2015,mini,16.8,70,9.6,essence,0,0,995,895,manuelle
1298,chevolet,2015,mini,15.3,70,9.6,essence,0,0,995,895,automatique
1348,chevolet,2015,mini,16.8,70,9.6,essence,0,0,995,895,manuelle
1348,chevolet,2015,mini,15.3,70,9.6,essence,0,0,995,895,automatique
1398,chevolet,2015,mini,15.3,75,9.6,essence,0,0,995,955,manuelle
869,chevolet,2014,mini,16.8,70,9.4,essence,0,0,995,895,manuelle
869,chevolet,2014,mini,14.8,70,9.4,essence,0,0,995,895,automatique
1026,chevolet,2014,mini,11.5,65,9.3,lpg,1,0,995,925,automatique
1026,chevolet,2014,mini,14,65,9.3,lpg,1,0,995,925,manuelle
869,chevolet,2013,mini,16.8,70,9.4,essence,0,0,995,895,manuelle
869,chevolet,2013,mini,14.8,70,9.4,essence,0,0,995,895,automatique
1030,chevolet,2013,mini,11.5,65,9.3,lpg,1,0,995,925,automatique
1030,chevolet,2013,mini,14,65,9.3,lpg,1,0,995,925,manuelle
864,chevolet,2012,mini,21,70,9.4,essence,0,0,995,895,manuelle
864,chevolet,2012,mini,17,70,9.4,essence,0,0,995,895,automatique
1023,chevolet,2012,mini,13.6,65,9.3,lpg,1,0,995,925,automatique
1023,chevolet,2012,mini,17,65,9.3,lpg,1,0,995,925,manuelle
829,chevolet,2011,mini,21,70,9.4,essence,0,0,995,895,manuelle
829,chevolet,2011,mini,17,70,9.4,essence,0,0,995,895,automatique
965,chevolet,2011,mini,13.6,65,9.3,lpg,1,0,995,910,automatique
965,chevolet,2011,mini,17,65,9.3,lpg,1,0,995,910,manuelle
807,daewoo,2015,mini,8.9,43,6.7,lpg,1,0,796,735,manuelle
862,daewoo,2015,mini,8.9,43,6.7,lpg,1,0,796,760,manuelle
796,daewoo,2012,mini,9.8,43,6.7,lpg,1,0,796,760,manuelle
741,daewoo,2012,mini,9.8,43,6.7,lpg,1,0,796,735,manuelle
958,daewoo,2015,mini,9.2,43,6.7,lpg,1,0,796,865,manuelle
964,daewoo,2015,mini,9,41,6.7,lpg,1,0,796,905,manuelle
904,daewoo,2013,mini,9.9,41,6.7,lpg,1,0,796,865,manuelle
910,daewoo,2013,mini,9.6,41,6.7,lpg,1,0,796,905,manuelle
